Vehicle Type,Public Vehicle Number,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,Address,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID
Taxi,6160,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,MICHAEL TWO CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6160Taxi
Livery,8081,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,MRK GLOBAL INC,6432 N. RIDGE BLVD.,CHICAGO,IL,60626,,,8081Livery
Taxi,6563,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,K AND B HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6563Taxi
Taxi,6666,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,K AND B HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6666Taxi
Taxi,6682,VIOLATION,DODGE,GRAND CARAVAN,2012,WHITE,Flex Fuel,N,K AND B HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6682Taxi
Taxi,6683,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6683Taxi
Taxi,4379,VIOLATION,TOYOTA,CAMRY,2015,WHITE,Hybrid,N,DADA EXPRESS INC II,4118 W. LAWRENCE,CHICAGO,IL,60630,DIS-AFFILIATED,Owner Manager,4379Taxi
Livery,8034,ACTIVE,CHEVROLET,SUBURBAN,2019,BLACK,Gasoline,N,JALLATLE LIMO SERVICE INC,922 E. 101ST ST.,CHICAGO,IL,60628,,,8034Livery
Medicar,16178,INACTIVE,CHEVROLET,AVALANCHE K1500 LT,2011,BLUE,Gasoline,N,TASK FORCE TRANSPORTATION INC.,6510 S. BELL AVE.,CHICAGO,IL,60636,,,16178Medicar
Taxi,214,ACTIVE,FORD,ESCAPE,2011,GREEN,Hybrid,N,TAURUS CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",214Taxi
Taxi,3712,SURRENDER,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,SAFE CAB COMPANY,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3712Taxi
Livery,8545,ACTIVE,LINCOLN,NAVIGATOR L,2022,BLACK,Gasoline,N,MULTANI LIMO SERVICE INC,6534 N. SEELEY AVE.,CHICAGO,IL,60645,,,8545Livery
Livery,9559,ACTIVE,LINCOLN,NAVIGATOR,2017,BLACK,Gasoline,N,JIGUS LLC,731 E. 60TH ST.,CHICAGO,IL,60637,,,9559Livery
Taxi,6167,ACTIVE,FORD,C-MAX,2013,BLUE,Hybrid,N,ODYSSEY TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,6167Taxi
Livery,8447,ACTIVE,AUDI,E150,2021,BLACK,Gasoline,N,HOYNE ENTERPRISES INC.,7410 N. HOYNE AVE.,CHICAGO,IL,60645,,,8447Livery
Taxi,3716,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,CORNELL INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60630,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3716Taxi
Taxi,6873,FORECLOSURE,FORD,FUSION,2014,GREEN,Hybrid,N,ARIES TAXI CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6873Taxi
Livery,7565,ACTIVE,POLARIS,GEM E6,2019,BLACK,Electric,N,SHEP & COMPANY LLC,4720 S. DR MARTIN LUTHER KING JR DR.,CHICAGO,IL,60615,,,7565Livery
Taxi,4954,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,JAMMA CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4954Taxi
Taxi,3724,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,ADRIAN INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3724Taxi
Livery,8547,ACTIVE,GMC,YUKON XL,2020,BLACK,Gasoline,N,RHM TRANSPORTATION INC.,2255 W. MELROSE ST.,CHICAGO,IL,60618,,,8547Livery
Taxi,6326,FORECLOSURE,FORD,ESCAPE,2012,GREEN,Hybrid,N,"NICKI & EMMY, INC.",6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6326Taxi
Taxi,2512,VIOLATION,TOYOTA,SCION,2015,WHITE,Gasoline,N,R & R TRANS INC.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,2512Taxi
Taxi,4398,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE/STRIPES,Hybrid,N,JKT CAB CO,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",4398Taxi
Ambulance,5479,ACTIVE,FORD,TRANSIT,2020,WHITE/BLUE,Gasoline,N,AMBULANCE TRANSPORTATION INC,8400 W. 183RD PL.,TINLEY PARK,IL,60487,,,5479Ambulance
Taxi,6684,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6684Taxi
Taxi,3728,VIOLATION,FORD,FUSION,2014,WHITE,Hybrid,N,ESFAHAN TRANS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3728Taxi
Taxi,6685,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6685Taxi
Taxi,6691,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BRI KAY HACKING CHICAGO CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6691Taxi
Taxi,6166,VIOLATION,TOYOTA,RAV4,2013,WHITE,Gasoline,N,ALTEN JANVIER,7949 S. BISHOP ST.,CHICAGO,IL,60620,DIS-AFFILIATED,Owner Manager,6166Taxi
Livery,9350,ACTIVE,LINCOLN,NAVIGATOR,2021,BLACK,Gasoline,N,MOGHUL INC.,6432 N. RIDGE BLVD.,CHICAGO,IL,60626,,,9350Livery
Taxi,5058,SURRENDER,TOYOTA,CAMRY,2014,WHITE/BLUE/STRIPES,Hybrid,N,ZEEBA CORP,4020 W. GLENLAKE AVE.,CHICAGO,IL,60646,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",5058Taxi
Livery,7004,ACTIVE,LINCOLN,NAVIGATOR,2020,BLACK,Gasoline,N,KESLER LIMO INC,5588 N. LINCOLN AVE.,CHICAGO,IL,60625,,,7004Livery
Pedicab,102,ACTIVE,TIPKE,SUPER,1985,SILVER,Pedal,N,AMANDA GRACE O'BRIEN-HICKEY,637 N. CHRISTIANA AVE.,CHICAGO,IL,60624,,,102Pedicab
Pedicab,104,ACTIVE,CUSTOM,CSM STYLE,2018,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2627 N. MILDRED AVE.,CHICAGO,IL,60614,,,104Pedicab
Taxi,6184,VIOLATION,TOYOTA,CAMRY,2017,WHITE,Hybrid,N,BIG APPLE CAB TWO CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6184Taxi
Taxi,6187,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,BAMARTH INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,6187Taxi
Taxi,6185,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,BIG APPLE CAB TWO CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6185Taxi
Taxi,6186,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,BIG APPLE CAB TWO CO,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6186Taxi
Livery,9769,ACTIVE,CHEVROLET,SUBURBAN,2023,BLACK,Gasoline,N,MAAZ TRANSPORTATION CORP,6346 N. KARLOV AVE.,CHICAGO,IL,60646,,,9769Livery
Pedicab,108,ACTIVE,CUSTOM,CSM STYLE,2018,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2627 N. MILDRED AVE.,CHICAGO,IL,60614,,,108Pedicab
Taxi,61,ACTIVE,TOYOTA,CAMRY,2022,YELLOW,Hybrid,N,5 STARS CAB INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,61Taxi
Pedicab,107,VIOLATION,VIP,VIP,2018,BLUE/WHITE,Pedal,N,PEDICAB RIDE GUYS LLC,3933 N. CLARENDON AVE.,CHICAGO,IL,60613,,,107Pedicab
Livery,7150,ACTIVE,LINCOLN,AVIATOR,2023,BLACK,Gasoline,N,NAMT CORPORATION,3263 W. FULLERTON AVE.,CHICAGO,IL,60647,,,7150Livery
Taxi,6212,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,MUNICH TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,6212Taxi
Taxi,6182,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,TRUMP TAXI CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6182Taxi
Taxi,6207,ACTIVE,TOYOTA,CAMRY,2020,YELLOW,Hybrid,N,AMEER INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,6207Taxi
Taxi,4008,VIOLATION,NISSAN,ALTIMA,2011,BLUE,Hybrid,N,HYDRA TAXI LLC,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,4008Taxi
Taxi,6181,ACTIVE,TOYOTA,SIENNA,2018,YELLOW,Gasoline,N,6181 INC,3351 W. ADDISON ST.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6181Taxi
Taxi,3965,VIOLATION,FORD,ESCAPE,2012,WHITE,Hybrid,N,NIZZIN CAB CORP.,2617 S. WABASH AVE.,CHICAGO,IL,60616,DIS-AFFILIATED,Owner Manager,3965Taxi
Livery,7371,ACTIVE,CADILLAC,ESCALADE ESV,2019,BLACK,Gasoline,N,FARQALEET USAMA AZMI,6442 N. BELL AVE.,CHICAGO,IL,60645,,,7371Livery
Taxi,5927,ACTIVE,TOYOTA,RAV4,2019,WHITE,Hybrid,N,"KIKI TRANS, INC.",4850 N. LINDER AVE.,CHICAGO,IL,60630,Independent1,Owner-Operator,5927Taxi
Livery,7083,ACTIVE,LINCOLN,NAVIGATOR L,2018,BLACK,Gasoline,N,DANIEL BRICIU,4709 N. MAPLEWOOD AVE.,CHICAGO,IL,60625,,,7083Livery
Pedicab,66,VIOLATION,MAINSTREET,CLASSIC,0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606,,,66Pedicab
Taxi,618,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"BMDN TRANS, INC.",3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,618Taxi
Pedicab,103,ACTIVE,CUSTOM,CSM STYLE,2018,BLACK,Pedal,N,EASY RIDER PEDICAB LLC,2627 N. MILDRED AVE.,CHICAGO,IL,60614,,,103Pedicab
Livery,9203,INACTIVE,GMC,YUKON,2015,BLACK,Gasoline,N,MAHMOUD NASER,480 N. MCCLURG CT.,CHICAGO,IL,60611,,,9203Livery
Taxi,868,VIOLATION,TOYOTA,CAMRY,2016,BLUE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP III,4536 N. ELSTON AVE.,CHICAGO,IL,60630,NORTHSTAR AFFILIATION,Star North Management LLC,868Taxi
Taxi,3757,VIOLATION,TOYOTA,PRIUS,2015,WHITE,Hybrid,N,ESFAHAN TRANS INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,3757Taxi
Taxi,6677,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,NATHAN CAB CO,2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,6677Taxi
Pedicab,110,VIOLATION,MAINSTREET,BROADWAY,2010,GREEN,Pedal,N,SARAH B YOPP,1426 N. KEELER AVE.,CHICAGO,IL,60651,,,110Pedicab
Taxi,6224,ACTIVE,TOYOTA,CAMRY,2016,YELLOW,Hybrid,N,RAMIREZ DUQUE TAXI INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Yellow Cab Association,Owner-Operator,6224Taxi
Taxi,754,VIOLATION,TOYOTA,PRIUS,2014,WHITE,Hybrid,N,ELVIS CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,754Taxi
Taxi,752,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,BADU COMPANY INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,752Taxi
Pedicab,67,VIOLATION,MAINSTREET,CLASSIC,0,RED/BLACK,Pedal,N,EMPIRE PEDICAB LLC,318 W. ADAMS ST.,CHICAGO,IL,60606,,,67Pedicab
Taxi,3461,ACTIVE,TOYOTA,SIENNA,2020,WHITE,Gasoline,Y,M & A FOREVER INC,5765 N. LINCOLN AVE.,CHICAGO,IL,60659,Independent1,Owner-Operator,3461Taxi
Charter Sightseeing,14821,INACTIVE,FORD,F450,2013,SILVER,Gasoline,N,O'HARE-MIDWAY LIMOUSINE SERVICE INC # 2,4610 N. CLARK ST.,CHICAGO,IL,60640,,,14821Charter Sightseeing
Medicar,13122,INACTIVE,FORD,ECONOLINE,2011,WHITE,Gasoline,N,BUZY AS A BEAVER TRANSPORTATION INC,6730 S. LANGLEY AVE.,CHICAGO,IL,60637,,,13122Medicar
Taxi,475,VIOLATION,FORD,FUSION,2014,GREEN,Hybrid,N,NECT 16 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",475Taxi
Taxi,5341,ACTIVE,TOYOTA,PRIUS,2015,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC SERIES II,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,5341Taxi
Pedicab,20,VIOLATION,VIP,VIP,2014,BLUE/WHITE,Pedal,N,PEDICAB RIDE GUYS LLC,3933 N. CLARENDON AVE.,CHICAGO,IL,60613,,,20Pedicab
Livery,7002,ACTIVE,CADILLAC,XTS,2019,BLACK,Gasoline,N,MIRCEA K  BRICCI,3944 W. IRVING PARK RD.,CHICAGO,IL,60618,,,7002Livery
Taxi,5479,VIOLATION,TOYOTA,PRIUS,2012,GREEN,Hybrid,N,NECT 6 INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5479Taxi
Taxi,1787,ACTIVE,TOYOTA,PRIUS,2016,GRAY/WHITE,Hybrid,N,MAKENA INC,7405 N. WESTERN AVE.,CHICAGO,IL,60645,Choice Taxi Association Inc,Owner Manager,1787Taxi
Taxi,5868,VIOLATION,CHEVROLET,HHR,2011,WHITE,Flex Fuel,N,YAYE INC.,4118 W. LAWRENCE AVE.,CHICAGO,IL,60630,DIS-AFFILIATED,Owner-Operator,5868Taxi
Taxi,5301,FORECLOSURE,FORD,ESCAPE,2011,GREEN,Hybrid,N,NICKI INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",5301Taxi
Charter Sightseeing,11555,INACTIVE,,,2006,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,11555Charter Sightseeing
Charter Sightseeing,16630,INACTIVE,FORD,E350,2009,WHITE,Gasoline,N,ROBERT BROOKS dba BROOKS BUS SERVICE,10116 S. VERNON AVE.,CHICAGO,IL,60628,,,16630Charter Sightseeing
Taxi,6787,VIOLATION,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,BEST CAB CORP,2738 W. FULTON ST.,CHICAGO,IL,60612,EXPIRED AFFILIATION,Owner Manager,6787Taxi
Taxi,758,VIOLATION,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,ELVIS CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,758Taxi
Medicar,7418,INACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,7418Medicar
Medicar,8044,INACTIVE,FORD,E250,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8044Medicar
Taxi,6082,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,WILLIAM ROBINSON,9039 S. BUFFALO AVE.,CHICAGO,IL,60617,City Service Taxi Association,Owner-Operator,6082Taxi
Medicar,8411,INACTIVE,FORD,E350,2011,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8411Medicar
Taxi,1334,ACTIVE,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,CORNELL INC.,6500 N. WESTERN AVE.,CHICAGO,IL,60630,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",1334Taxi
Charter Sightseeing,17253,INACTIVE,FREIGHTLINER,SHUTTLE,2016,BLACK,Gasoline,N,LCW COACH LLC,6166 W. HIGGINS AVE.,CHICAGO,IL,60630,,,17253Charter Sightseeing
Medicar,8052,INACTIVE,FORD,T150,2015,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8052Medicar
Medicar,8410,INACTIVE,FORD,E350,2012,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8410Medicar
Medicar,8425,INACTIVE,FORD,E250,2015,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,11551  184TH PL.,ORLAND PARK,IL,60467,,,8425Medicar
Taxi,255,ACTIVE,FORD,ESCAPE,2012,GREEN,Hybrid,N,TAURUS CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",255Taxi
Livery,7196,INACTIVE,LINCOLN,NAVIGATOR,2015,BLACK,Gasoline,N,MUZAKG TRANS INC.,5815 N. SPAULDING AVE.,CHICAGO,IL,60659,,,7196Livery
Taxi,1061,SURRENDER,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,"TALHA TRANS, INC",2601 W. PETERSON AVE.,CHICAGO,IL,60659,City Service Taxi Association,Owner-Operator,1061Taxi
Livery,7260,ACTIVE,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,"SAMA ENTERPRISES, INC.",5441 N. EAST RIVER RD.,CHICAGO,IL,60656,,,7260Livery
Livery,9811,ACTIVE,MERCEDES,METRIS,2016,BLACK,Gasoline,N,EMPIRE LIMOUSINE INC,5320 W. LAWRENCE AVE.,CHICAGO,IL,60630,,,9811Livery
Livery,8242,VIOLATION,LINCOLN,CONTINENTAL,2020,BLACK,Gasoline,N,NUR MOTORS LLC,3950 N. LAKE SHORE DR.,CHICAGO,IL,60613,,,8242Livery
Taxi,763,VIOLATION,TOYOTA,PRIUS,2013,WHITE,Hybrid,N,SKYVIEW CAB CORP.,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,763Taxi
Taxi,271,ACTIVE,FORD,ESCAPE,2012,GREEN,Hybrid,N,TAURUS CAB INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",271Taxi
Charter Sightseeing,13135,INACTIVE,CHEVROLET,C5500,2008,WHITE,Gasoline,N,METRO LIMOUSINE INC,8535 W. HIGGINS RD.,CHICAGO,IL,60631,,,13135Charter Sightseeing
Taxi,4473,VIOLATION,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,NYTAAL INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,4473Taxi
Charter Sightseeing,297915,INACTIVE,FORD,E350,2008,WHITE,Gasoline,N,ARIES SHUTTLE CHICAGO LLC,621 S. KOLMAR AVE.,CHICAGO,IL,60624,,,297915Charter Sightseeing
Charter Sightseeing,7204,INACTIVE,FREIGHLINE,M LINE SHUTTLE BUS,2003,WHITE,Gasoline,N,CHICAGO MINIBUS TRAVEL INC.,9740 W. FOSTER,CHIICAGO,IL,60018,,,7204Charter Sightseeing
Charter Sightseeing,7237,INACTIVE,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7237Charter Sightseeing
Charter Sightseeing,7244,INACTIVE,FORD,TROLLEY,1997,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,7244Charter Sightseeing
Charter Sightseeing,8760,INACTIVE,NEOPLAN,TROLLEY,1989,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,8760Charter Sightseeing
Charter Sightseeing,8761,INACTIVE,NEOPLAN,TROLLEY,1990,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",4400 S. RACINE AVE.,CHICAGO,IL,60609,,,8761Charter Sightseeing
Livery,8269,ACTIVE,CADILLAC,ESCALADE ESV,2022,BLACK,Gasoline,N,FRFF INC,2050 W. DEVON AVE.,CHICAGO,IL,60659,,,8269Livery
Taxi,4078,VIOLATION,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,NECT 21 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",4078Taxi
Taxi,6235,ACTIVE,TOYOTA,CAMRY,2017,YELLOW,Hybrid,N,TAXI MEDALLION GROUP LLC - SERIES 33,4175 N. ELSTON AVE.,CHICAGO,IL,60618,Yellow Cab Association,Owner Manager,6235Taxi
Charter Sightseeing,9035,INACTIVE,FREIGHLINE,TROLLEY,2008,YELLOW/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,9035Charter Sightseeing
Livery,9474,ACTIVE,LINCOLN,CORSAIR,2022,BLACK,Gasoline,N,D M LIMO INC.,380 E. 71ST ST.,CHICAGO,IL,60619,,,9474Livery
Taxi,6242,VIOLATION,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,BHNUR CORPORATION,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner-Operator,6242Taxi
Taxi,306,SURRENDER,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,SORIN TRANS INC,5136 N. WESTERN AVE.,CHICAGO,IL,60625,DIS-AFFILIATED,Owner-Operator,306Taxi
Charter Sightseeing,12336,INACTIVE,FORD,F550,2001,WHITE,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,12336Charter Sightseeing
Charter Sightseeing,9353,INACTIVE,FORD,,2006,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,120 W. MADISON ST.,CHICAGO,IL,60602,,,9353Charter Sightseeing
Livery,8757,ACTIVE,FORD,EXPEDITION,2022,BLACK,Gasoline,N,"WINDY CITY LIMOUSINE CO., LLC",120 W. MADISON ST.,CHICAGO,IL,60602,,,8757Livery
Charter Sightseeing,3366,INACTIVE,MCI,102DL3,1997,WHITE/RED/BLUE,Gasoline,N,CHICAGO SIGHT SEEING CO,27 E. MONROE ST.,CHICAGO,IL,60603,,,3366Charter Sightseeing
Taxi,5180,VIOLATION,TOYOTA,RAV4,2016,WHITE,Hybrid,N,SAMUEL A ANUM,8850 S. JUSTINE ST.,CHICAGO,IL,60620,DIS-AFFILIATED,Owner Manager,5180Taxi
Livery,8822,ACTIVE,LINCOLN,AVIATOR,2022,BLACK,Gasoline,N,SIGMA LIMOUSINE INC,5550 N. ELSTON AVE.,CHICAGO,IL,60630,,,8822Livery
Taxi,6229,VIOLATION,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,BUSY BEE CAB CO INC,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,DIS-AFFILIATED,Owner Manager,6229Taxi
Charter Sightseeing,19156,INACTIVE,MCI,4505,2007,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,19156Charter Sightseeing
Charter Sightseeing,19163,INACTIVE,MCI,D4505,2006,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,19163Charter Sightseeing
Charter Sightseeing,19175,INACTIVE,MCI,4505,2007,BLACK/WHITE/RED/BLUE,Diesel,N,CHICAGO GRAY LINE LTD,630 W. 41ST ST.,CHICAGO,IL,60609,,,19175Charter Sightseeing
Taxi,533,SURRENDER,DODGE,CARAVAN,2016,GREEN,Gasoline,Y,LIBRA TAXI INC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",533Taxi
Charter Sightseeing,2001,INACTIVE,FORD,ECONOLINE,2008,WHITE,Gasoline,N,DDSSBOS LLC,2251 S. THROOP ST.,CHICAGO,IL,60608,,,2001Charter Sightseeing
Taxi,961,SURRENDER,TOYOTA,PRIUS,2013,GREEN,Hybrid,N,NECT 24 LLC,6500 N. WESTERN AVE.,CHICAGO,IL,60645,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",961Taxi
Taxi,6245,ACTIVE,TOYOTA,CAMRY,2018,GRAY,Hybrid,N,KENDOSKI TAXI LLC,510 W. BELMONT AVE.,CHICAGO,IL,60657,Independent1,Owner-Operator,6245Taxi
Taxi,779,ACTIVE,TOYOTA,CAMRY,2014,CREAM/GREEN,Hybrid,N,HBO CAB CORP,3800 N. MILWAUKEE AVE.,CHICAGO,IL,60641,Checker Taxi Association Co.,Owner Manager,779Taxi
